
[SpecTaroscoPy — PES image]
Author	R Nakazawa
Contact	nakazawa@ims.ac.jp
Version	6.5.3
--- Info ---
User	
Load File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/Si0006.txt
Save File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/STPy_6_5_3_PESImage/Si0006_EDCs_Ek_Offset.txt
Total Actual Scans	10
X Label	Kinetic Energy (eV)
Y Label	$k_{\parallel} \ \mathrm{(\AA^{-1})}$
Z Label	Intensity (cps)
X Min	12.0
X Max	17.0
X Step	0.01
Ek Offset	0.0
Y Min	-0.730764
Y Max	0.498633
Y Step	0.001774
Ang or Posi Offset	-3.0
MCP Function Path	None
--- Axis Conversion ---
Photon Energy	None
Applied Voltage	0.0
kinetic Energy at Fermi Level	17.0
Secondary Electron Cutoff	None
--- EDCs Stacking ---
Y Slice Center	0.48269 0.4525755 0.4224605 0.3923455 0.3622305 0.3321155 0.302001 0.271886 0.241771 0.211656 0.181541 0.151426 0.121311 0.0911965 0.0610815 0.0309665 0.0008515 -0.0292635 -0.059378 -0.089493 -0.119608 -0.149723 -0.179838 -0.209953 -0.240068 -0.2701825 -0.3002975 -0.3304125 -0.3605275 -0.3906425 -0.420757 -0.450872 -0.480987 -0.511102 -0.541217 -0.571332 -0.601447 -0.6315615 -0.6616765 -0.6917915
Z Offset EDCs	0.0 -300.0 -600.0 -900.0 -1200.0 -1500.0 -1800.0 -2100.0 -2400.0 -2700.0 -3000.0 -3300.0 -3600.0 -3900.0 -4200.0 -4500.0 -4800.0 -5100.0 -5400.0 -5700.0 -6000.0 -6300.0 -6600.0 -6900.0 -7200.0 -7500.0 -7800.0 -8100.0 -8400.0 -8700.0 -9000.0 -9300.0 -9600.0 -9900.0 -10200.0 -10500.0 -10800.0 -11100.0 -11400.0 -11700.0
 
DATA:
Ek_Si0006_EDCs	Si0006_EDCs_0.483_Offseted	Si0006_EDCs_0.453_Offseted	Si0006_EDCs_0.422_Offseted	Si0006_EDCs_0.392_Offseted	Si0006_EDCs_0.362_Offseted	Si0006_EDCs_0.332_Offseted	Si0006_EDCs_0.302_Offseted	Si0006_EDCs_0.272_Offseted	Si0006_EDCs_0.242_Offseted	Si0006_EDCs_0.212_Offseted	Si0006_EDCs_0.182_Offseted	Si0006_EDCs_0.151_Offseted	Si0006_EDCs_0.121_Offseted	Si0006_EDCs_0.091_Offseted	Si0006_EDCs_0.061_Offseted	Si0006_EDCs_0.031_Offseted	Si0006_EDCs_0.001_Offseted	Si0006_EDCs_-0.029_Offseted	Si0006_EDCs_-0.059_Offseted	Si0006_EDCs_-0.089_Offseted	Si0006_EDCs_-0.12_Offseted	Si0006_EDCs_-0.15_Offseted	Si0006_EDCs_-0.18_Offseted	Si0006_EDCs_-0.21_Offseted	Si0006_EDCs_-0.24_Offseted	Si0006_EDCs_-0.27_Offseted	Si0006_EDCs_-0.3_Offseted	Si0006_EDCs_-0.33_Offseted	Si0006_EDCs_-0.361_Offseted	Si0006_EDCs_-0.391_Offseted	Si0006_EDCs_-0.421_Offseted	Si0006_EDCs_-0.451_Offseted	Si0006_EDCs_-0.481_Offseted	Si0006_EDCs_-0.511_Offseted	Si0006_EDCs_-0.541_Offseted	Si0006_EDCs_-0.571_Offseted	Si0006_EDCs_-0.601_Offseted	Si0006_EDCs_-0.632_Offseted	Si0006_EDCs_-0.662_Offseted	Si0006_EDCs_-0.692_Offseted
15.2	54.84224275190964	11.311132371672159	-287.5506587609971	-564.8455911710591	-828.938260563425	-1149.1315643963621	-1480.0677545472756	-1720.2476572428386	-1993.030049320395	-2310.888250898855	-2582.544705700703	-2888.8916453125375	-3184.388413853914	-3456.3191683948835	-3790.155915512632	-4040.612061873213	-4383.948559883182	-4664.815783450277	-4941.847055515832	-5325.3881306155445	-5598.309638849818	-5907.872206200845	-6174.286083937324	-6507.219941830906	-6817.266488187223	-7128.279464632932	-7412.3522163642365	-7734.572678251218	-8082.304329719609	-8357.03300167777	-8701.774613597927	-9005.076197836515	-9298.395862197418	-9617.156923035363	-9904.36250672247	-10210.825762541415	-10495.066725413615	-10933.857431937104	-11388.354398300693	-11697.446100603758
15.21	46.22448380041068	-5.230287313020199	-290.2561298447188	-559.0876041663623	-861.1078325737932	-1150.6740666421617	-1466.0011532284054	-1732.9176570007403	-2008.7831161923605	-2327.083658368687	-2576.7055685465125	-2907.772043607283	-3220.111310328593	-3481.4181704301204	-3798.3384529541877	-4075.014977866873	-4388.635441844588	-4682.556350288635	-4970.689775954304	-5268.320528456565	-5589.923581817417	-5896.750002985253	-6203.712162489988	-6522.882096573523	-6850.257857755444	-7148.504337989275	-7460.8165163211215	-7749.020343523556	-8084.496386263771	-8352.791700942185	-8681.67628709223	-9018.745899158863	-9326.906514135242	-9597.439528132469	-9929.1275118404	-10195.171328806833	-10484.137818151356	-10904.753390401711	-11380.537134294957	-11700.0
15.22	46.984788496155375	1.0543810158946485	-324.41246343513166	-575.5409886845589	-880.7079081586046	-1171.0296316293056	-1439.9306932604495	-1744.1495646938392	-2054.022789607263	-2357.9669033495475	-2591.012350539946	-2902.4356682240796	-3196.6916145102764	-3524.1092702019887	-3805.920663497021	-4106.351364910895	-4396.096498964595	-4689.313523542095	-5027.198807238781	-5310.034965389243	-5586.243416843626	-5868.93021822721	-6179.241523393513	-6507.547582415538	-6865.702123007192	-7153.051613897082	-7476.687542589703	-7774.142157620575	-8040.734063397365	-8382.669736887596	-8684.372981208699	-8995.491807217077	-9321.937144035459	-9610.354906134475	-9929.666772419938	-10230.98803724604	-10507.941668001542	-10942.966751477794	-11382.95196376176	-11698.886418822556
15.23	53.771186984753506	-30.805132051292105	-338.38706680653326	-565.3771901302049	-908.9839524645269	-1186.1713660934995	-1463.658116650604	-1753.5994295903788	-2050.712624140352	-2299.5767572548893	-2596.097059343136	-2905.8232517666356	-3178.584042507503	-3461.1638304149865	-3824.946488158076	-4122.292367724959	-4422.297475445928	-4733.814373713484	-5049.226494742779	-5336.021924857727	-5618.167635803327	-5931.662685010475	-6196.873054807818	-6512.852348403753	-6838.624074077616	-7189.977111928436	-7425.032827419017	-7773.20423355965	-8058.112324731716	-8382.745209819284	-8720.771281323085	-9015.869922096386	-9305.26179041349	-9605.355366674761	-9944.717759356621	-10207.836837259727	-10519.436309253704	-10917.601952801768	-11384.084002037194	-11699.784136593282
15.24	50.88602790525297	-26.39892315586377	-338.7023042860219	-624.3033593177433	-876.1730221469977	-1186.9474409510249	-1465.7342252036324	-1778.455343772671	-2043.7828335833756	-2358.063895948727	-2621.194295541746	-2920.930825572609	-3180.5137932941825	-3536.4000593003643	-3806.355820619793	-4129.704303874951	-4422.974821504645	-4708.221906192014	-5022.888386298071	-5308.22879768997	-5634.308982711328	-5955.577669816973	-6214.866330724948	-6548.800187671734	-6853.160689953527	-7163.934186572741	-7432.8724336405785	-7751.7947771930685	-8095.583947009966	-8356.966968844617	-8731.691984446034	-9042.447287070567	-9333.885309686453	-9633.909476553437	-9911.746527399158	-10202.534411877672	-10512.68436009643	-10943.698209701062	-11379.878333478688	-11698.702320633382
15.25	59.1760758149297	-42.062228583182616	-312.651287325491	-619.444174604897	-905.0062311686471	-1184.4434975766949	-1497.6324221984496	-1801.2343785561807	-2056.96159434608	-2359.3010705359657	-2644.6974147310266	-2960.9924870468076	-3221.931000553028	-3549.252440993431	-3841.125136578042	-4152.335913968531	-4442.754894124003	-4732.329060448749	-5048.46896740871	-5323.8966071698105	-5648.08257860425	-5911.180672592204	-6216.561133909657	-6518.638544414808	-6837.922724376258	-7200.787486932532	-7441.243661358773	-7780.734551367457	-8063.57145925874	-8380.249164467925	-8703.873048794921	-9061.639890749757	-9321.03701630587	-9604.414831982891	-9876.271273405624	-10242.607750076919	-10519.386349064946	-10944.445822578937	-11388.292526580663	-11698.389282178614
15.26	56.996847433505096	-59.75774266353025	-338.45044512095484	-609.410364088075	-961.363155235135	-1216.3838503675745	-1476.6887171036005	-1755.5935330023804	-2062.880818926022	-2372.5121332066865	-2618.2728558410404	-2940.8696341867826	-3258.0740111982495	-3569.6490759957946	-3844.4734262093166	-4117.1821115673465	-4467.884476386727	-4759.351176904181	-5050.2124510932745	-5335.449583381303	-5616.4800204532485	-5912.452801836715	-6231.044044430505	-6556.836087805721	-6858.809824854138	-7175.224613041322	-7480.174337986091	-7796.183580927067	-8090.810668153778	-8391.401599699177	-8713.36577647959	-9010.155103152716	-9335.282087904465	-9646.46421354263	-9929.038980024268	-10264.87944346592	-10544.110148515383	-10933.831266329358	-11382.17441454842	-11698.88625374603
15.27	50.15647482099243	-68.4488222741015	-342.53755304201604	-601.3096723798637	-904.2353878753603	-1194.6821005944555	-1494.1872319644663	-1814.6334966145569	-2067.8790531285304	-2384.9625035611307	-2634.9914235561014	-2922.018854376194	-3218.284726068467	-3525.3950991971697	-3808.9125598121564	-4137.362074601018	-4475.363146111755	-4754.485708227893	-5075.664590563654	-5327.902601599404	-5651.377607176728	-5950.087015989465	-6255.409060874424	-6531.164681119645	-6908.672640601792	-7170.645426204382	-7495.354807994396	-7818.940209096994	-8101.913549064382	-8415.644329516437	-8712.298323346638	-9036.510671425789	-9298.416261069055	-9629.06446248599	-9931.618309647281	-10255.301942915938	-10552.11350892828	-10932.85965506598	-11382.621191265605	-11699.753065400537
15.28	54.22150283616553	-40.96217032646649	-307.96457771882876	-629.0386372672483	-920.3411332510707	-1212.1704173735804	-1506.7886392142777	-1820.7978128984932	-2104.8339487829503	-2384.56883397017	-2655.7096875880657	-2948.0812891001106	-3236.8236513929482	-3571.7126720274246	-3879.350394462332	-4150.062295414927	-4494.443083193729	-4757.513180845276	-5077.752041935853	-5346.072704296984	-5655.076497876213	-5960.979196109444	-6258.463579470911	-6559.691515110941	-6910.618426069762	-7153.385531178562	-7507.878612492452	-7767.725447619283	-8108.595132170875	-8421.331401711263	-8740.250802434342	-9064.798787473692	-9344.848758392485	-9636.850130056926	-9932.74921672804	-10226.318676316374	-10555.571215469525	-10956.126639144377	-11388.022103360581	-11698.460882555977
15.29	51.96493762135717	-72.00889582258412	-342.6170816061557	-614.4055709012309	-944.0047209050971	-1206.2672055400976	-1458.3766778906136	-1797.6549461897062	-2072.3737384751835	-2360.558927270463	-2681.4464985948193	-2957.20209719753	-3216.453268678344	-3545.5663971722597	-3860.695372064414	-4141.308055507393	-4460.849874532996	-4769.871462261711	-5069.009413043067	-5369.703382605185	-5659.0109279203525	-5926.4385741878295	-6227.805252209678	-6599.814007498898	-6897.257218000425	-7208.13366901176	-7476.595025047736	-7795.18846331744	-8124.833336201576	-8403.542419719257	-8726.439648346372	-9022.367055510753	-9361.53522074689	-9640.160229459969	-9939.564590672646	-10219.082454336407	-10559.945675695875	-10946.127058954367	-11383.17744542379	-11699.863282392515
15.3	49.17825130156129	-62.97017259855204	-337.5072743014537	-669.2451167950846	-934.3959714121244	-1230.555779975464	-1486.6931855810615	-1799.07269469175	-2109.775735022433	-2421.6130771850158	-2633.8354339384923	-2926.7998346019167	-3236.605877631495	-3567.42631212704	-3854.1975556556918	-4153.0063593984905	-4502.197571223585	-4778.835701843434	-5101.094108258791	-5376.0603391406585	-5661.3432271853	-5953.593442425379	-6217.2563512845245	-6566.081790902994	-6899.1997575917185	-7182.352955988341	-7485.428618586559	-7802.0751629540355	-8147.731676608958	-8434.501456941565	-8740.917591568774	-9054.144245877287	-9330.432288986174	-9648.512787270933	-9943.625935543692	-10267.809281627598	-10546.562471394862	-10966.161431644183	-11387.72971524909	-11699.367824435207
15.31	54.79203694002433	-65.24177179235781	-341.5418495994788	-643.6375838651966	-889.4930439228162	-1219.5465213649907	-1501.4644562344747	-1814.591818993072	-2072.2850293468837	-2392.7843380523805	-2656.4345595567584	-2934.2834592499194	-3245.846511426657	-3551.2312518365643	-3893.5988103298373	-4197.308861952276	-4498.903845442385	-4783.879576529538	-5102.432558810191	-5371.593287766643	-5677.411976643126	-5939.31638275354	-6284.089311488273	-6583.1836655644565	-6883.739803725226	-7208.554929783126	-7503.351991207985	-7828.581725962422	-8097.995119460693	-8414.352414109484	-8731.492404741675	-9044.284379138406	-9376.117405512892	-9687.402321860172	-9988.771792448228	-10302.118943693513	-10574.765131622706	-10933.757791547201	-11380.454444887697	-11699.091424704664
15.32	52.844390313636644	-54.38728508044045	-351.8684931233792	-627.6588977272075	-952.017338165141	-1241.2592266175016	-1569.694344181365	-1804.6938729122492	-2066.9412407075392	-2396.0588088750487	-2688.338142803618	-2957.7006337663206	-3284.9127646440156	-3578.451549679334	-3882.9911158133514	-4184.710157916225	-4495.430711941965	-4822.133273172493	-5054.501515718296	-5369.86444240343	-5680.5593483874945	-6012.037384226721	-6263.0574727602025	-6566.9825482116485	-6918.094127450186	-7216.979503977485	-7484.952691006289	-7825.425216383221	-8115.252135135446	-8429.57754895084	-8725.816083783882	-9043.325019852946	-9363.52800013275	-9688.33157907441	-9983.153507528285	-10265.02517911607	-10574.835967875504	-10960.431866340825	-11382.564539321302	-11699.601286054403
15.33	54.49800102283588	-89.72382759899003	-348.78449565761156	-647.794711033364	-937.4451561143221	-1222.6655134807925	-1515.013428280502	-1836.485912516324	-2131.017604646281	-2423.4793564013407	-2696.781111710916	-2955.8302002882256	-3289.7816887875256	-3571.2323560973446	-3892.201594473046	-4199.914980289629	-4518.12912260655	-4829.23225786559	-5103.4368885492695	-5427.251241674569	-5658.872917078342	-6001.004738793443	-6283.985523940955	-6586.750940461715	-6896.3611825084245	-7213.841717812666	-7565.151611933055	-7789.016879920863	-8092.780434136365	-8431.45397120907	-8745.417800100631	-9076.313372532062	-9365.839128688373	-9664.562908546583	-9961.446291241371	-10262.988241649296	-10569.118389703623	-10947.319902883364	-11385.90639951827	-11697.89771755949
15.34	47.51855170886542	-109.51426740663388	-381.6309691834169	-632.5709216649441	-957.0587966013338	-1247.2242851068554	-1541.6791891335915	-1846.0134192802034	-2096.006696353052	-2350.985936822255	-2682.0216288726824	-3000.7576994564874	-3271.1541736092495	-3539.843402604189	-3881.4267215893515	-4195.475402148586	-4499.719523562713	-4833.325737705453	-5113.634789514503	-5422.338644317766	-5700.5554570203385	-6007.100988118855	-6319.3193617038805	-6603.074307908486	-6926.24439641781	-7210.984048472446	-7558.31703654678	-7834.138786465075	-8136.236970031215	-8471.99184256737	-8758.49580923277	-9057.90649288471	-9394.277746321224	-9656.69203746077	-10015.716840474668	-10285.233271516803	-10601.514565380117	-10956.140769756232	-11380.638648075272	-11699.423868832102
15.35	39.01921054039517	-83.11199526976196	-383.3404921746203	-670.8007645075738	-938.8556396830812	-1271.941969403735	-1551.2608580591454	-1856.1440834572782	-2124.2097717922265	-2404.854855969401	-2702.4762975524277	-2955.110097820683	-3295.3047546726993	-3576.798215634584	-3897.525748914688	-4236.121069632503	-4527.578084810364	-4833.945352724149	-5133.2762570267605	-5402.910204037302	-5689.71652840051	-6002.322637516062	-6286.151421411019	-6628.766414505493	-6905.408003747567	-7240.020421674919	-7555.36668816948	-7840.175320354362	-8119.11690035849	-8450.812533413404	-8763.296152237011	-9086.524533523721	-9404.784285843476	-9684.229642879582	-9988.937732712078	-10267.253656329842	-10570.231074140233	-10968.483482043343	-11381.172699504437	-11699.51662596575
15.36	46.48382330925889	-96.05706974927213	-382.52668761052166	-658.5173322730519	-950.5807643540141	-1219.495146945658	-1550.714288861344	-1860.5926097450974	-2136.166315311075	-2390.402648842817	-2726.802444090017	-2966.021349483804	-3292.7717572478923	-3585.631773624695	-3907.341080716773	-4209.973958942372	-4502.535836724968	-4834.580427462564	-5132.22341461126	-5436.988255234742	-5714.54453497974	-6025.414645660988	-6334.849602506318	-6616.417138906489	-6908.513830556478	-7255.402677781765	-7526.62977016714	-7852.60778853061	-8142.914164053102	-8433.509653272247	-8776.5731111462	-9086.212824243805	-9403.29507603453	-9673.279385792192	-9999.018270598743	-10304.738733119519	-10608.25972139105	-10982.709250468692	-11392.025997687855	-11697.490605040775
15.37	62.63692257352846	-118.94814334421557	-397.0587846453657	-679.3883079371174	-970.0488368054594	-1242.5644456690468	-1539.3722916459742	-1880.9391583808065	-2149.580433979105	-2420.4606965692174	-2692.555450533203	-2986.7429834326103	-3258.089179454812	-3618.663040872885	-3882.9815330831416	-4199.274194839687	-4530.985428826744	-4847.170354820507	-5124.882445624344	-5428.492011822045	-5719.968040267311	-6011.581580158825	-6296.601553020225	-6642.169015635899	-6939.209976177998	-7250.75543598247	-7543.15547563735	-7860.46465320276	-8154.294854287493	-8455.129340726313	-8778.962298871807	-9072.438911913176	-9425.228337696844	-9685.429638397254	-10016.656816878569	-10297.936076745638	-10610.08264008763	-10971.9268891168	-11390.749930682523	-11697.75064198349
15.38	52.720648966045424	-103.78898353830667	-392.80912209402663	-712.5213198388681	-983.2676838179813	-1278.6400790056114	-1587.1341938252706	-1860.2116739174203	-2128.1320237240147	-2406.3500032597267	-2689.370685920448	-2989.619075508683	-3265.26661483316	-3587.3521325569877	-3909.0975963994174	-4200.431034303406	-4536.482160891912	-4823.154998760006	-5132.223020590862	-5426.744413190626	-5721.415595218327	-6030.947377778121	-6340.299433016756	-6634.108641123652	-6963.694527617137	-7252.939933043986	-7523.144959054004	-7830.039062783966	-8156.7196690290275	-8483.14772849274	-8783.90088532282	-9089.919437472872	-9422.082796998578	-9725.8511157387	-10040.121494014908	-10257.092139703705	-10599.162824803414	-10968.881629644644	-11388.280003109214	-11698.931754654477
15.39	53.485248527336466	-120.38836770487399	-424.2761563005304	-707.0980018271314	-960.5461993918467	-1256.7081426652333	-1567.2229716729025	-1842.8514099625504	-2152.6372847401644	-2425.7230852875828	-2696.1250996362555	-2990.4265910695476	-3296.320334650706	-3582.5176951875383	-3932.7373585515825	-4213.672191215362	-4534.8982847245625	-4874.700487601485	-5163.415922970188	-5437.725128238273	-5709.189511461687	-6047.8974286733155	-6309.217180982405	-6603.4963028103075	-6958.095515980153	-7257.537955389274	-7561.357516543765	-7853.417844396286	-8157.002160259696	-8467.842429895943	-8803.555484228815	-9099.369079803919	-9433.35670811278	-9720.976303070796	-10045.150762790841	-10316.47304371014	-10616.306705943794	-10987.807521334305	-11381.560670376937	-11699.090651910108
15.4	48.83235941836162	-111.62691199665363	-395.62337356023727	-709.7563773245149	-1002.5219110140074	-1314.210813969583	-1547.0109115470386	-1869.0785818812165	-2160.9793560100748	-2435.2666132074396	-2715.2476249366696	-3011.76109354662	-3299.2532751182334	-3632.861787232932	-3917.0666398284643	-4248.364160195825	-4536.4049178371415	-4846.461182681231	-5185.524124534796	-5455.048053465869	-5758.160906856532	-6023.339448317886	-6369.374459551387	-6627.452481112689	-6962.094999039962	-7271.09619481299	-7565.459718381409	-7830.127856470072	-8184.42647907591	-8487.026785280797	-8780.200604995529	-9075.725649237878	-9415.503010772902	-9709.498078022825	-10012.0844995846	-10306.66836857967	-10617.533876295329	-10996.307509649576	-11391.989657503935	-11699.849253969423
15.41	49.28398446634085	-104.092867354811	-387.1150032575846	-668.4786057654732	-976.5948591449851	-1263.1969190724167	-1562.4798668727105	-1872.811860332556	-2157.5876088958184	-2462.079786143164	-2724.856214237447	-2996.3773512329485	-3328.357609575119	-3583.776466679674	-3924.8867255431105	-4196.277296864966	-4538.840821156969	-4880.91695734823	-5186.126345105873	-5461.406694341491	-5754.532157137519	-6066.358302393098	-6302.8460099339745	-6669.193312470924	-6948.493896260437	-7260.521574942784	-7564.305894339797	-7885.906026998928	-8204.189122674852	-8485.520459240248	-8775.155092886878	-9116.54646645364	-9435.897942427244	-9723.905211971745	-10029.219562332099	-10329.58961754512	-10596.638888531235	-10977.046412231926	-11378.48544501818	-11699.666610140925
15.42	39.07968813789555	-116.34187596218973	-424.06170690953104	-663.4596080850462	-1004.3778117421425	-1270.660992436444	-1561.871172348046	-1897.594784273334	-2182.8637824578695	-2471.0209662145753	-2688.039573460009	-3017.4723249812096	-3294.6968201416685	-3599.328473921842	-3922.192726400871	-4254.155244538975	-4557.459370892578	-4846.504299840002	-5204.279876369605	-5475.776731027016	-5762.866000343812	-6056.974794340169	-6344.690803041617	-6673.331482566055	-6979.284540822396	-7285.194017315503	-7596.507766562588	-7885.408718863269	-8184.969243234288	-8470.28879774771	-8783.524235174282	-9114.902396375513	-9415.81404824528	-9708.698431758123	-10031.81154507669	-10316.304968132281	-10632.71200464912	-11011.663550213743	-11385.50638920124	-11699.238034547252
15.43	44.48238066964416	-131.32870520756407	-399.07952812594544	-706.5633706215237	-991.7314853672394	-1304.476943935525	-1563.7643359868487	-1887.9306607153148	-2166.6429907005845	-2438.8260825472134	-2736.0038486006656	-3052.8348161375925	-3301.6962207578154	-3621.122328736383	-3953.400104732064	-4260.917644421	-4587.959353628045	-4883.808913723109	-5162.750991536615	-5497.508456430816	-5758.638132687902	-6046.428545817641	-6321.257764831036	-6634.602103021399	-6977.246103267974	-7261.567277720539	-7589.466944974645	-7891.205177047025	-8164.484867752951	-8499.580902262578	-8802.100581663472	-9125.471524432214	-9410.084145395902	-9742.440739364489	-10045.995806123368	-10348.79800361332	-10656.926869780988	-10993.99591291052	-11390.448406310912	-11699.433685190694
15.44	49.52594305939277	-150.2407397977936	-431.9432804966692	-720.5427613911504	-1034.8863856361354	-1305.5802638931732	-1567.4799148916627	-1870.265960431824	-2158.5658530200108	-2441.2340729868583	-2737.1026160269207	-3016.0811011505966	-3302.933690353424	-3636.3067860965793	-3945.3713731979356	-4265.716044838854	-4564.163425750088	-4866.123348586414	-5149.345611595947	-5440.73718074543	-5754.607233934396	-6059.671437656485	-6336.206867702517	-6662.908757206782	-6977.468510092696	-7293.610477483159	-7579.511688417314	-7913.577803940203	-8194.307438154287	-8522.73885444913	-8802.045040649045	-9111.229349762618	-9423.196304313651	-9763.66604459151	-10054.774461720948	-10351.23205726355	-10632.329785500771	-10987.49262531799	-11391.901354274714	-11700.0
15.45	49.467358026633256	-156.0833788040361	-425.32035664894795	-734.6462504790705	-1024.3454772757534	-1288.091032115668	-1582.5442479652968	-1889.331262735372	-2180.439318209191	-2467.5948604814603	-2757.9090877897474	-3033.458849940679	-3332.611321151675	-3638.3391970221246	-3966.887655418502	-4276.431260234327	-4580.08369018802	-4880.777042234791	-5202.739721422168	-5467.280437810906	-5749.71974782071	-6052.493342100563	-6394.47859869248	-6688.743843804057	-7010.232675760066	-7321.233406945759	-7611.215417603709	-7869.909054328212	-8215.772364221828	-8494.194596651752	-8823.735588234327	-9110.466962665392	-9451.430551000141	-9741.087496401276	-10048.84245281277	-10366.563453504006	-10679.675161894553	-10992.228846347276	-11386.079687615173	-11700.0
