
[SpecTaroscoPy — PES image]
Author	R Nakazawa
Contact	nakazawa@ims.ac.jp
Version	6.5.3
--- Info ---
User	
Load File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/Si0006.txt
Save File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/STPy_6_5_3_PESImage/Si0006_EDCs_Ek.txt
Total Actual Scans	10
X Label	Kinetic Energy (eV)
Y Label	$k_{\parallel} \ \mathrm{(\AA^{-1})}$
Z Label	Intensity (cps)
X Min	12.0
X Max	17.0
X Step	0.01
Ek Offset	0.0
Y Min	-0.730764
Y Max	0.498633
Y Step	0.001774
Ang or Posi Offset	-3.0
MCP Function Path	None
--- Axis Conversion ---
Photon Energy	None
Applied Voltage	0.0
kinetic Energy at Fermi Level	17.0
Secondary Electron Cutoff	None
--- EDCs Stacking ---
Y Slice Center	0.48269 0.4525755 0.4224605 0.3923455 0.3622305 0.3321155 0.302001 0.271886 0.241771 0.211656 0.181541 0.151426 0.121311 0.0911965 0.0610815 0.0309665 0.0008515 -0.0292635 -0.059378 -0.089493 -0.119608 -0.149723 -0.179838 -0.209953 -0.240068 -0.2701825 -0.3002975 -0.3304125 -0.3605275 -0.3906425 -0.420757 -0.450872 -0.480987 -0.511102 -0.541217 -0.571332 -0.601447 -0.6315615 -0.6616765 -0.6917915
Z Offset EDCs	0.0 -400.0 -800.0 -1200.0 -1600.0 -2000.0 -2400.0 -2800.0 -3200.0 -3600.0 -4000.0 -4400.0 -4800.0 -5200.0 -5600.0 -6000.0 -6400.0 -6800.0 -7200.0 -7600.0 -8000.0 -8400.0 -8800.0 -9200.0 -9600.0 -10000.0 -10400.0 -10800.0 -11200.0 -11600.0 -12000.0 -12400.0 -12800.0 -13200.0 -13600.0 -14000.0 -14400.0 -14800.0 -15200.0 -15600.0
 
DATA:
Ek_Si0006_EDCs	Si0006_EDCs_0.483	Si0006_EDCs_0.453	Si0006_EDCs_0.422	Si0006_EDCs_0.392	Si0006_EDCs_0.362	Si0006_EDCs_0.332	Si0006_EDCs_0.302	Si0006_EDCs_0.272	Si0006_EDCs_0.242	Si0006_EDCs_0.212	Si0006_EDCs_0.182	Si0006_EDCs_0.151	Si0006_EDCs_0.121	Si0006_EDCs_0.091	Si0006_EDCs_0.061	Si0006_EDCs_0.031	Si0006_EDCs_0.001	Si0006_EDCs_-0.029	Si0006_EDCs_-0.059	Si0006_EDCs_-0.089	Si0006_EDCs_-0.12	Si0006_EDCs_-0.15	Si0006_EDCs_-0.18	Si0006_EDCs_-0.21	Si0006_EDCs_-0.24	Si0006_EDCs_-0.27	Si0006_EDCs_-0.3	Si0006_EDCs_-0.33	Si0006_EDCs_-0.361	Si0006_EDCs_-0.391	Si0006_EDCs_-0.421	Si0006_EDCs_-0.451	Si0006_EDCs_-0.481	Si0006_EDCs_-0.511	Si0006_EDCs_-0.541	Si0006_EDCs_-0.571	Si0006_EDCs_-0.601	Si0006_EDCs_-0.632	Si0006_EDCs_-0.662	Si0006_EDCs_-0.692
15.29	51.96493762135717	227.99110417741588	257.3829183938443	285.5944290987691	255.99527909490288	293.7327944599025	341.6233221093865	302.34505381029385	327.6262615248167	339.4410727295371	318.55350140518084	342.79790280247005	383.5467313216558	354.43360282774006	339.3046279355859	358.6919444926073	339.15012546700365	330.1285377382894	330.9905869569333	330.2966173948154	340.9890720796477	373.56142581217006	372.19474779032265	300.18599250110253	302.7427819995745	291.86633098824035	323.40497495226373	304.8115366825592	275.1666637984241	296.45758028074255	273.560351653628	277.63294448924785	238.4647792531106	259.8397705400303	260.4354093273546	280.9175456635939	240.0543243041254	153.87294104563242	16.822554576210877	0.1367176074850358
15.3	49.17825130156129	237.02982740144796	262.4927256985463	230.75488320491536	265.60402858787563	269.44422002453604	313.30681441893853	300.9273053082499	290.224264977567	278.38692281498436	366.1645660615077	373.2001653980833	363.39412236850524	332.5736878729601	345.8024443443084	346.99364060150936	297.80242877641456	321.1642981565656	298.90589174120913	323.9396608593419	338.6567728147005	346.4065575746208	382.74364871547544	333.9182090970066	300.8002424082819	317.64704401165943	314.5713814134402	297.9248370459642	252.2683233910424	265.49854305843513	259.08240843122616	245.85575412271268	269.5677110138267	251.48721272906653	256.3740644563086	232.1907183724017	253.4375286051385	133.83856835581662	12.270284750910445	0.6321755647938873
15.31	54.79203694002433	234.7582282076422	258.4581504005212	256.3624161348034	310.50695607718376	280.45347863500933	298.5355437655253	285.40818100692815	327.71497065311655	307.2156619476195	343.5654404432418	365.71654075008087	354.15348857334294	348.7687481634355	306.4011896701628	302.6911380477238	301.0961545576146	316.12042347046224	297.5674411898094	328.4067122333572	322.58802335687443	360.6836172464596	315.9106885117275	316.81633443554375	316.2601962747744	291.4450702168741	296.6480087920158	271.418274037578	302.0048805393072	285.64758589051615	268.50759525832405	255.71562086159412	223.88259448710838	212.59767813982714	211.22820755177275	197.8810563064879	225.23486837729433	166.24220845279874	19.545555112303756	0.9085752953364422
15.32	52.844390313636644	245.61271491955955	248.1315068766208	272.34110227279245	247.982661834859	258.7407733824984	230.305655818635	295.30612708775084	333.0587592924606	303.94119112495133	311.66185719638156	342.2993662336793	315.0872353559842	321.5484503206658	317.00888418664874	315.2898420837748	304.56928805803534	277.8667268275067	345.49848428170367	330.13555759656964	319.44065161250523	287.9626157732793	336.9425272397973	333.0174517883519	281.9058725498148	283.0204960225144	315.04730899371157	274.5747836167794	284.7478648645537	270.4224510491602	274.1839162161181	256.67498014705467	236.47199986725056	211.66842092559077	216.84649247171618	234.97482088393082	225.16403212449524	139.568133659175	17.4354606786982	0.39871394559696893
15.33	54.49800102283588	210.27617240100997	251.21550434238844	252.20528896663595	262.5548438856778	277.3344865192076	284.986571719498	263.51408748367584	268.9823953537189	276.5206435986593	303.2188882890841	344.16979971177443	310.21831121247453	328.76764390265527	307.7984055269538	300.08501971037094	281.8708773934507	270.76774213440996	296.56311145073033	272.7487583254306	341.12708292165865	298.9952612065573	316.0144760590449	313.24905953828534	303.6388174915756	286.158282187334	234.848388066945	310.9831200791364	307.2195658636345	268.5460287909292	254.58219989936867	223.68662746793805	234.16087131162834	235.4370914534182	238.55370875862957	237.01175835070407	230.88161029637774	152.68009711663495	14.093600481730718	2.102282440509156
15.34	47.51855170886542	190.48573259336612	218.36903081658312	267.42907833505586	242.9412033986662	252.7757148931447	258.32081086640835	253.98658071979665	303.9933036469479	349.0140631777447	317.9783711273175	299.2423005435125	328.84582639075074	360.15659739581093	318.57327841064836	304.5245978514144	300.28047643728723	266.67426229454657	286.3652104854972	277.66135568223376	299.44454297966166	292.8990118811449	280.68063829611924	296.925692091514	273.75560358218985	289.0159515275536	241.68296345321926	265.8612135349245	263.7630299687853	228.00815743262964	241.50419076722875	242.09350711529123	205.72225367877536	243.30796253922878	184.28315952533282	214.76672848319714	198.48543461988228	143.85923024376797	19.36135192472857	0.5761311678980271
15.35	39.01921054039517	216.88800473023804	216.65950782537968	229.19923549242623	261.1443603169188	228.05803059626518	248.73914194085452	243.85591654272181	275.7902282077733	295.145144030599	297.5237024475723	344.88990217931683	304.69524532730065	323.20178436541636	302.474251085312	263.87893036749676	272.42191518963625	266.0546472758505	266.72374297323927	297.08979596269774	310.28347159949084	297.6773624839379	313.8485785889808	271.2335854945066	294.5919962524331	259.9795783250807	244.63331183051974	259.8246796456381	280.8830996415096	249.1874665865957	236.70384776298886	213.47546647627846	195.21571415652383	215.7703571204177	211.06226728792157	232.7463436701585	229.76892585976827	131.51651795665666	18.827300495563428	0.48337403424879805
15.36	46.48382330925889	203.94293025072787	217.4733123894783	241.4826677269481	249.41923564598582	280.50485305434194	249.28571113865604	239.40739025490265	263.83368468892513	309.5973511571831	273.1975559099829	333.97865051619584	307.22824275210746	314.36822637530486	292.6589192832271	290.0260410576288	297.4641632750316	265.419572537436	267.77658538874056	263.0117447652585	285.45546502025996	274.5853543390121	265.15039749368265	283.5828610935112	291.4861694435219	244.59732221823486	273.37022983285954	247.39221146938957	257.08583594689856	266.4903467277527	223.4268888538014	213.78717575619532	196.70492396546905	226.72061420780773	200.98172940125738	195.26126688048157	191.74027860894955	117.29074953130873	7.974002312145219	2.5093949592247173
15.37	62.63692257352846	181.05185665578443	202.94121535463432	220.61169206288258	229.95116319454067	257.4355543309532	260.6277083540259	219.06084161919352	250.41956602089527	279.5393034307824	307.44454946679684	313.25701656738977	341.910820545188	281.33695912711494	317.01846691685836	300.725805160313	269.01457117325594	252.82964517949293	275.1175543756564	271.5079881779551	280.031959732689	288.4184198411748	303.39844697977475	257.8309843641007	260.79002382200207	249.24456401752988	256.84452436265053	239.53534679723955	245.7051457125071	244.87065927368792	221.03770112819333	227.56108808682407	174.77166230315638	214.57036160274657	183.343183121431	202.06392325436104	189.91735991237047	128.0731108832012	9.250069317477505	2.2493580165108087
15.38	52.720648966045424	196.21101646169333	207.19087790597337	187.47868016113196	216.7323161820187	221.3599209943886	212.8658061747294	239.78832608257983	271.86797627598537	293.64999674027325	310.62931407955193	310.3809244913168	334.7333851668401	312.6478674430121	290.90240360058255	299.5689656965942	263.5178391080885	276.8450012399944	267.7769794091386	273.2555868093737	278.58440478167256	269.0526222218788	259.70056698324424	265.8913588763485	236.305472382863	247.0600669560148	276.85504094599617	269.96093721603404	243.2803309709726	216.8522715072602	216.09911467718015	210.08056252712794	177.91720300142234	174.14888426129943	159.87850598509257	242.90786029629518	200.83717519658538	131.1183703553555	11.719996890786954	1.0682453455229626
15.39	53.485248527336466	179.61163229512601	175.72384369946965	192.90199817286862	239.45380060815327	243.29185733476666	232.77702832709758	257.14859003744954	247.3627152598356	274.2769147124171	303.87490036374464	309.57340893045256	303.67966534929377	317.4823048124618	267.26264144841764	286.32780878463825	265.1017152754372	225.29951239851457	236.58407702981154	262.274871761727	290.8104885383126	252.10257132668474	290.78281901759505	296.50369718969245	241.9044840198463	242.46204461072594	238.64248345623497	246.58215560371468	242.99783974030362	232.15757010405633	196.44451577118465	200.63092019608115	166.64329188721908	179.02369692920357	154.84923720915896	183.52695628985978	183.69329405620635	112.19247866569368	18.43932962306198	0.9093480898919974
15.4	48.83235941836162	188.37308800334637	204.37662643976276	190.24362267548514	197.4780889859926	185.7891860304172	252.98908845296148	230.92141811878363	239.02064398992528	264.7333867925603	284.7523750633306	288.23890645338014	300.74672488176674	267.1382127670682	282.93336017153587	251.63583980417457	263.5950821628582	253.53881731876913	214.47587546520367	244.95194653413128	241.83909314346786	276.6605516821134	230.62554044861244	272.5475188873105	237.9050009600382	228.90380518701022	234.540281618591	269.8721435299279	215.57352092409025	212.97321471920347	219.79939500447068	224.27435076212154	184.49698922709817	190.50192197717465	187.91550041540023	193.3316314203287	182.46612370467093	103.69249035042488	8.01034249606488	0.1507460305773761
15.41	49.28398446634085	195.907132645189	212.8849967424154	231.52139423452687	223.40514085501496	236.80308092758324	237.5201331272895	227.1881396674438	242.41239110418158	237.92021385683614	275.14378576255274	303.6226487670513	271.64239042488083	316.2235333203264	275.11327445688954	303.7227031350341	261.1591788430314	219.08304265177003	213.87365489412664	238.593305658509	245.46784286248098	233.64169760690243	297.15399006602553	230.80668752907613	251.50610373956272	239.478425057216	235.6941056602024	214.0939730010726	195.81087732514794	214.47954075975204	224.84490711312094	183.45353354636126	164.10205757275543	176.09478802825507	170.78043766790228	170.41038245488093	203.36111146876536	122.95358776807325	21.51455498182076	0.3333898590757519
15.42	39.07968813789555	183.65812403781027	175.93829309046893	236.54039191495383	195.62218825785754	229.33900756355584	238.12882765195388	202.4052157266661	217.1362175421303	228.97903378542455	311.9604265399914	282.5276750187902	305.30317985833165	300.671526078158	277.80727359912885	245.8447554610243	242.5406291074226	253.49570015999734	195.7201236303952	224.22326897298458	237.13399965618814	243.02520565983085	255.30919695838253	226.6685174339458	220.7154591776045	214.8059826844977	203.49223343741193	214.5912811367308	215.03075676571166	229.71120225229097	216.47576482571827	185.0976036244873	184.18595175471938	191.3015682418769	168.18845492330837	183.695031867719	167.2879953508793	88.33644978625695	14.493610798759303	0.7619654527472568
15.43	44.48238066964416	168.67129479243593	200.92047187405456	193.4366293784763	208.2685146327605	195.52305606447493	236.23566401315128	212.06933928468519	233.3570092994156	261.1739174527868	263.99615139933434	247.16518386240742	298.3037792421848	278.8776712636167	246.59989526793623	239.08235557900068	212.04064637195432	216.1910862768911	237.24900846338468	202.4915435691834	241.36186731209773	253.57145418235874	278.7422351689634	265.39789697860095	222.75389673202594	238.4327222794608	210.5330550253547	208.7948229529744	235.5151322470496	200.41909773742233	197.89941833652807	174.52847556778613	189.91585460409868	157.55926063551087	154.00419387663163	151.20199638668004	143.0731302190121	106.00408708948137	9.551593689088051	0.5663148093067746
15.44	49.52594305939277	149.7592602022064	168.05671950333075	179.45723860884956	165.11361436386457	194.41973610682672	232.52008510833733	229.7340395681761	241.43414697998935	258.7659270131416	262.89738397307946	283.91889884940326	297.0663096465759	263.6932139034208	254.6286268020643	234.28395516114585	235.8365742499115	233.87665141358553	250.6543884040534	259.2628192545698	245.39276606560378	240.32856234351524	263.79313229748266	237.09124279321784	222.53148990730378	206.3895225168411	220.4883115826859	186.42219605979673	205.692561845713	177.26114555087122	197.95495935095474	188.77065023738277	176.80369568634836	136.33395540849077	145.22553827905233	148.76794273644848	167.67021449922834	112.50737468201032	8.098645725284783	-1.2388471105298999e-19
15.45	49.467358026633256	143.9166211959639	174.67964335105205	165.35374952092948	175.65452272424662	211.90896788433207	217.45575203470315	210.66873726462796	219.56068179080933	232.4051395185398	242.0909122102524	266.54115005932084	267.38867884832524	261.66080297787556	233.11234458149778	223.5687397656729	219.91630981197954	219.22295776520878	197.26027857783143	232.719562189094	250.28025217929047	247.50665789943736	205.52140130752025	211.256156195943	189.7673242399344	178.76659305424027	188.78458239629066	230.0909456717886	184.22763577817184	205.8054033482479	176.26441176567346	189.53303733460717	148.56944899985814	158.9125035987237	151.15754718722928	133.43654649599367	120.3248381054467	107.77115365272488	13.920312384826929	0.0
15.46	35.09818995435228	138.58461184777207	154.34140616742553	175.04919768128616	171.42065764211654	179.89871130199018	194.4441258597334	188.7747869558386	182.64197320817615	212.03533141935438	258.3577886207074	270.47825355743896	268.94611646729146	245.7849920083749	251.37045076075685	210.60931221848452	214.33825534342597	197.65087935066987	218.47366992115616	230.1741004798914	228.91479649116556	231.02406932476634	218.6628354291843	238.2422364095121	205.44510309917302	223.72672216857467	201.93175362577932	190.43450451056862	214.96192952240662	175.40475850934342	207.33817070784426	152.8451216020474	160.65821112503565	137.18741500780555	157.77415481474677	141.38677930941654	142.7511209097988	102.7923894213046	8.299221151895967	0.0
15.47	41.888215174128995	138.7392528261479	165.92642288698835	177.87123168159445	193.31932123697902	151.06283638729596	168.8098231705902	194.27673391723872	206.6464409378514	207.36119340793553	234.73989066465094	242.0299303255058	293.9080106455489	270.04948080637564	246.23269026394894	226.44442777596993	192.2781090743616	202.23147029650983	194.57600825045245	220.21372441082437	210.11241810478958	264.92179460024096	232.5805158307673	213.6299710745953	191.0844625031311	211.45256274281823	188.3360081123675	212.5476076740078	198.74410544661623	183.7389725343095	209.06202967847975	190.3072987420267	146.97052816597574	147.56251870135057	152.3227999332572	131.37649290802227	134.47124078239625	87.65879772694275	12.286815300861297	0.31865891312441597
15.48	38.49012047485231	156.52278456526298	146.9106652797601	159.1197974143541	173.8446762007561	172.72706253323045	215.91678726675835	207.16039790861086	230.11288321628092	244.87426780454925	223.71827684322503	255.89563737240817	284.9099388624821	261.60728342278287	231.43003020847888	245.00382918053373	190.09142024767823	228.015402844808	197.94113702874694	222.02004797318202	239.79348591401975	247.86781148014143	231.69128502460472	190.49013507263572	188.36900377637036	196.16539211897194	191.76193601547777	187.7732271090423	183.78136236382494	181.05783483603756	164.53142237759653	154.17601442550765	136.44754092749656	123.11189105031835	127.1066837698288	130.69607728605948	149.87954509924094	83.62914195632271	9.91685316378181	3.280472522782599
15.49	32.742159696592324	120.14693324338677	127.0401863829058	154.04980381526687	156.70257473317253	169.73249126584412	192.58653176035054	158.02235278529278	195.01185453998755	215.69918376572258	250.33685361965115	242.52987547239567	254.02152036929587	242.33758835750456	221.93323793006627	241.73275184406432	217.3888158253821	200.9209443473052	182.98280396267015	195.849501578254	209.47703581966167	216.93024716351673	212.11605724350946	217.7132627883351	173.28312238238541	180.4925774935235	203.29570299634557	184.72351099241953	199.308723611008	186.47020788979265	182.50041268422763	182.02967248936451	157.4873523279666	172.32759965472104	141.60155117843755	121.09447649176136	123.71014214193488	75.29429847604449	12.056163108343052	1.1072681896261891
15.5	38.384188294443014	121.71415570075881	135.25042697530964	149.22042615042906	139.71869286293955	165.43216513910437	175.56431554500477	193.03151937677595	206.71118880147134	231.84544469737915	248.2663414881002	239.89023045305152	284.3823431587562	244.5037649729984	231.44852753168811	261.3747898566323	208.56525051684196	197.06545854061085	207.43615903156152	214.3699680752314	200.81627002710104	220.7348000833466	223.94109132250284	214.12910291216699	187.25697183488603	154.8957226775584	186.73085662898308	187.69675897549055	164.7287489147399	150.38989512781924	195.1443220876927	144.45940665377273	145.06121136769437	145.3067717040521	138.60770315303165	148.8437642906059	126.9435500285362	81.65824466459347	5.855737393259197	1.188080017654036e-17
15.51	34.10691675843367	121.65802104479938	128.09506967256783	142.6804959116799	135.7358974114082	164.2219751860883	196.09530344937414	186.5016536321108	213.6533526036845	217.5390353633613	199.5694263453914	248.74655557192617	229.49066578633222	204.4647425815256	240.5480301457703	233.7302940793943	195.28059294932604	186.93631217986422	210.1009160666548	184.3137144072276	216.41113546200057	200.3837283904951	185.87255044425314	167.09991560470007	160.25590926213087	177.76088524600686	163.850815446554	167.3368641693207	202.5066377585068	158.8548748983115	177.20800675235273	158.09166918771058	140.4550049970002	147.75431647354964	142.88747943491617	165.77916188493163	133.10084059143722	81.1331236205236	16.610922723926	3.2907021590638195
