
[SpecTaroscoPy — PES image]
Author	R Nakazawa
Contact	nakazawa@ims.ac.jp
Version	6.5.3
--- Info ---
User	
Load File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/Si0006.txt
Save File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/STPy_6_5_3_PESImage/Si0006_EDCs_EF_Offset.txt
Total Actual Scans	10
X Label	Binding Energy (eV)
Y Label	$k_{\parallel} \ \mathrm{(\AA^{-1})}$
Z Label	Intensity (cps)
X Min	-0.0
X Max	5.0
X Step	0.01
Ek Offset	0.0
Y Min	-0.730764
Y Max	0.498633
Y Step	0.001774
Ang or Posi Offset	-3.0
MCP Function Path	None
--- Axis Conversion ---
Photon Energy	None
Applied Voltage	0.0
kinetic Energy at Fermi Level	17.0
Secondary Electron Cutoff	None
--- EDCs Stacking ---
Y Slice Center	0.48269 0.4525755 0.4224605 0.3923455 0.3622305 0.3321155 0.302001 0.271886 0.241771 0.211656 0.181541 0.151426 0.121311 0.0911965 0.0610815 0.0309665 0.0008515 -0.0292635 -0.059378 -0.089493 -0.119608 -0.149723 -0.179838 -0.209953 -0.240068 -0.2701825 -0.3002975 -0.3304125 -0.3605275 -0.3906425 -0.420757 -0.450872 -0.480987 -0.511102 -0.541217 -0.571332 -0.601447 -0.6315615 -0.6616765 -0.6917915
Z Offset EDCs	0.0 -400.0 -800.0 -1200.0 -1600.0 -2000.0 -2400.0 -2800.0 -3200.0 -3600.0 -4000.0 -4400.0 -4800.0 -5200.0 -5600.0 -6000.0 -6400.0 -6800.0 -7200.0 -7600.0 -8000.0 -8400.0 -8800.0 -9200.0 -9600.0 -10000.0 -10400.0 -10800.0 -11200.0 -11600.0 -12000.0 -12400.0 -12800.0 -13200.0 -13600.0 -14000.0 -14400.0 -14800.0 -15200.0 -15600.0
 
DATA:
EF_Si0006_EDCs	Si0006_EDCs_0.483_Offseted	Si0006_EDCs_0.453_Offseted	Si0006_EDCs_0.422_Offseted	Si0006_EDCs_0.392_Offseted	Si0006_EDCs_0.362_Offseted	Si0006_EDCs_0.332_Offseted	Si0006_EDCs_0.302_Offseted	Si0006_EDCs_0.272_Offseted	Si0006_EDCs_0.242_Offseted	Si0006_EDCs_0.212_Offseted	Si0006_EDCs_0.182_Offseted	Si0006_EDCs_0.151_Offseted	Si0006_EDCs_0.121_Offseted	Si0006_EDCs_0.091_Offseted	Si0006_EDCs_0.061_Offseted	Si0006_EDCs_0.031_Offseted	Si0006_EDCs_0.001_Offseted	Si0006_EDCs_-0.029_Offseted	Si0006_EDCs_-0.059_Offseted	Si0006_EDCs_-0.089_Offseted	Si0006_EDCs_-0.12_Offseted	Si0006_EDCs_-0.15_Offseted	Si0006_EDCs_-0.18_Offseted	Si0006_EDCs_-0.21_Offseted	Si0006_EDCs_-0.24_Offseted	Si0006_EDCs_-0.27_Offseted	Si0006_EDCs_-0.3_Offseted	Si0006_EDCs_-0.33_Offseted	Si0006_EDCs_-0.361_Offseted	Si0006_EDCs_-0.391_Offseted	Si0006_EDCs_-0.421_Offseted	Si0006_EDCs_-0.451_Offseted	Si0006_EDCs_-0.481_Offseted	Si0006_EDCs_-0.511_Offseted	Si0006_EDCs_-0.541_Offseted	Si0006_EDCs_-0.571_Offseted	Si0006_EDCs_-0.601_Offseted	Si0006_EDCs_-0.632_Offseted	Si0006_EDCs_-0.662_Offseted	Si0006_EDCs_-0.692_Offseted
2.21	0.0	-113.59859167047267	-477.93468773798634	-842.5618391785495	-1238.0514345169831	-1601.410633944642	-2001.8108831937993	-2359.941121863447	-2711.3104360792154	-3066.150525647524	-3404.82931030341	-3694.213202348367	-3987.3291692300745	-4355.284352883907	-4666.968233357707	-5133.200601322027	-5619.078905932683	-5955.175450245215	-6515.019460195762	-6860.301432970902	-7302.130010844422	-7782.781414260678	-8198.12377054634	-8598.101911092153	-9049.034767516221	-9480.767199174943	-9910.521554812258	-10336.092565748362	-10758.55879836999	-11184.38577775524	-11605.564987469406	-11995.43740859092	-12428.555192919988	-12795.262108391018	-13231.103514926277	-13617.32259626587	-14054.874721985478	-14664.27602972213	-15197.210783824172	-15600.0
2.2	0.0	-108.84604951632815	-486.1321822258146	-821.5667620344618	-1236.7527993556678	-1596.6876826246564	-1952.2721074914932	-2384.2842407479097	-2723.661311728806	-3027.244717139398	-3394.7914344004807	-3698.2644139237264	-3982.236470765647	-4303.837096031943	-4701.949549312467	-5166.299257481864	-5564.156903576843	-5988.995576277944	-6457.692204491481	-6853.531192404008	-7313.741511891857	-7780.261138870547	-8172.041604221404	-8582.773557301756	-9104.578562885657	-9536.09842014888	-9900.022169297154	-10318.134208253457	-10732.60208127725	-11194.574763891078	-11584.762985528396	-11988.692481583557	-12401.021327401042	-12863.422065381235	-13248.210918117786	-13629.107804235842	-14057.247196321472	-14654.425911444863	-15194.900389176413	-15599.778229313542
2.19	0.0	-102.54110569378474	-460.6018010437273	-814.4904717798606	-1197.2481954423579	-1598.9126406502155	-1981.4040804120864	-2352.7754598202155	-2731.2205155419256	-3046.897042177342	-3416.627035586549	-3709.324793527134	-3956.0866027864367	-4302.655089256428	-4648.434256062665	-5062.564326341631	-5564.8457675256905	-5993.188986877212	-6399.274267124038	-6863.074537211161	-7302.893127468059	-7724.619944692622	-8224.97947896837	-8656.71903684704	-9058.029457443055	-9507.076212334538	-9891.385383792644	-10365.896216873556	-10773.682478632483	-11177.396664852677	-11588.247750835368	-12026.77007847648	-12411.437555411885	-12823.586919911391	-13248.550802011832	-13620.56890423035	-14042.44536327622	-14644.41768686836	-15194.607220009171	-15598.492833852484
2.18	0.0	-76.03929425461081	-496.8149681953083	-873.9328359190333	-1242.9393438671432	-1616.9933482837528	-1975.199891857517	-2363.220872342298	-2708.6424773655476	-3090.8233403453255	-3399.395057206079	-3732.0098403257957	-3999.7325627420328	-4265.141090299203	-4662.765403855667	-5115.270777397617	-5536.553775567449	-5953.135373411393	-6442.740918291554	-6857.859889329378	-7315.316724940487	-7688.469576739036	-8223.097953506178	-8609.047142706851	-9029.535982483223	-9452.270000377814	-9893.302453431676	-10305.48421839496	-10742.526334675827	-11178.946206482242	-11549.905307711539	-12042.176970963152	-12409.888080176655	-12810.444542092962	-13224.751081415016	-13639.715205993178	-14036.750934548356	-14654.460319118	-15196.222609253598	-15599.470439808423
2.17	0.0	-104.56877211491712	-465.6390200427003	-837.8339791234553	-1200.2094018555563	-1590.6190742164595	-1991.173232630231	-2387.0248142281525	-2695.887159937301	-3057.27555218476	-3410.3126258350785	-3769.150975081612	-4004.834720345064	-4281.891033603214	-4628.28143372301	-5141.176660204058	-5536.16702035157	-5964.783072369266	-6392.83258164413	-6832.347376369321	-7333.466146398816	-7741.042929269688	-8146.159912992996	-8628.72480748883	-9087.969471290207	-9524.788421027895	-9942.38942929804	-10366.557274223018	-10760.476546030528	-11215.117640275781	-11586.55749307306	-11997.376343589842	-12458.297844048828	-12856.923164886155	-13229.867974233997	-13623.40576543553	-14064.859363138892	-14664.24196838997	-15195.782449018396	-15600.0
2.16	0.0	-84.19720876564764	-463.3764401565572	-845.9990190108081	-1233.1382004633815	-1581.3467877437456	-1978.6254697772142	-2353.6922007851263	-2714.865107700557	-3072.9992158867904	-3417.0726929423918	-3731.53378906947	-4077.530288829327	-4388.193994238284	-4655.361565688355	-5110.471604795695	-5540.901510763816	-5954.244421009958	-6409.118247575949	-6840.590349094586	-7298.189660111103	-7692.852916763427	-8202.1410693323	-8633.960925293833	-9119.737330790282	-9487.323099047488	-9948.87069648706	-10278.885014023474	-10753.539604178428	-11168.61920518354	-11601.427081603153	-12008.017409348162	-12396.712075879886	-12814.458225707647	-13220.008595584695	-13626.130081841162	-14034.640467244346	-14663.003351130159	-15191.589286239436	-15598.631153226908
2.15	0.0	-72.21241814170725	-442.915161744291	-843.6046434342277	-1245.0453768453885	-1604.4936119804474	-1968.2988735712922	-2335.9636192948087	-2718.797019880816	-3095.3251475573734	-3412.2015268339833	-3758.1389438026135	-4003.644779203156	-4326.6336175747465	-4665.3161913337	-5090.629260142911	-5557.861788642531	-5952.613605929457	-6380.13239619232	-6855.916908762838	-7270.237792608795	-7735.850554657344	-8223.731746826044	-8674.69826415626	-9034.350010710017	-9456.449747245817	-9897.847983330488	-10297.049102631327	-10732.212073372433	-11161.378417960823	-11588.736099001353	-12051.281516612162	-12445.55795219672	-12877.208977944427	-13232.542081138648	-13628.942223285818	-14031.258619307735	-14663.64303835279	-15187.795419568856	-15599.812717452513
2.14	0.0	-67.91431141369469	-448.65141631848746	-866.5681339331461	-1233.7934958034198	-1594.4409299864772	-1976.4022007723734	-2383.5979749140533	-2724.442149085426	-3093.543828272968	-3414.89000317365	-3749.779853388039	-3965.69117841989	-4351.643920355386	-4701.294777170312	-5051.864754253222	-5492.2815786683905	-5883.192643483442	-6371.36712362075	-6836.891869727762	-7299.099729257721	-7776.702912284149	-8219.162778360285	-8656.082493479082	-9033.19035490956	-9497.05315301149	-9905.424602254014	-10325.590131666379	-10747.172639952363	-11208.99951227771	-11597.901348300933	-12040.194052751633	-12388.413422256575	-12814.151938366753	-13204.92718390329	-13635.089855663582	-14060.085634223879	-14656.757027512267	-15189.999959437348	-15600.0
2.13	0.0	-81.47973670345726	-460.844090816982	-847.0578618683439	-1244.6760381153836	-1591.3019566001772	-1967.9768455030544	-2374.448047589923	-2704.90325125406	-3088.209938840127	-3438.473760152679	-3755.1955719860516	-4025.8631986375253	-4349.264394905507	-4695.556549981358	-5012.242829939987	-5414.14440097687	-5941.158575498156	-6399.431046869355	-6841.552480463573	-7292.786780391397	-7738.463765707185	-8188.73658492385	-8633.0734037378	-9099.518624952583	-9466.563579701573	-9908.627935347064	-10316.170845731178	-10791.51958012263	-11177.560817653371	-11554.235744199883	-12040.296153510528	-12381.742645427386	-12832.318714431214	-13201.386323354292	-13617.283723831679	-14052.962604295237	-14623.912205101784	-15194.604095486413	-15600.0
2.12	0.0	-74.94134511881134	-442.6720352647674	-822.6937482800641	-1221.5955003086917	-1635.643983379063	-1963.2932548135477	-2318.481233931115	-2698.8278993534523	-3078.1065401168876	-3475.4709477325796	-3820.550417362452	-4094.193225195525	-4437.627060445117	-4666.8011690032035	-5062.915806335587	-5476.580038016389	-5921.503184925063	-6356.830814518069	-6786.5756661517535	-7269.258261705038	-7677.004758472764	-8158.748731821304	-8671.02973767559	-9032.950221922225	-9500.983301750253	-9890.73210094319	-10347.239176501038	-10744.268542869144	-11164.951917722217	-11569.200892274015	-11997.394528822353	-12416.309205381891	-12820.267550151473	-13226.919461431527	-13596.576255094971	-14020.370312221161	-14646.978261113669	-15192.453363442202	-15599.86185478662
2.11	0.0	-107.77640448090517	-478.51195964429235	-835.4671574639308	-1257.1429524790924	-1598.5574007256178	-1991.83655918581	-2342.550090697505	-2732.9446541472075	-3136.2587760593133	-3487.5115068088853	-3750.589285667703	-4087.23157274564	-4375.9647863509845	-4682.994888387088	-5063.485897493281	-5514.123369839215	-5930.134621817354	-6401.061118437925	-6849.912099409496	-7327.075873358301	-7790.097962834417	-8192.802644848689	-8657.415099172791	-9115.72718297727	-9513.976007270674	-9947.146464708389	-10379.552824850818	-10721.882940335901	-11201.25758373917	-11578.105283721092	-11995.603741854347	-12416.645593870518	-12802.718793120943	-13265.621384636208	-13625.753020529826	-14026.50436132422	-14639.435699541149	-15192.806846188649	-15600.0
2.1	16.41791977847167	-72.40424047503859	-437.67030018569767	-819.7149193325863	-1245.638720085716	-1607.2131587374952	-1999.653954492233	-2363.638529635315	-2735.2726593510447	-3127.4866191513834	-3438.7667639108226	-3806.5663295521163	-4122.331530744687	-4427.405320733661	-4730.398225278616	-5091.433247540209	-5476.644065199747	-5934.4578691115985	-6305.292550607635	-6823.137408265658	-7311.549868829188	-7754.744181544557	-8215.412175244863	-8658.012090357926	-9076.985355666415	-9508.096528065176	-9909.056188454822	-10319.056672769491	-10796.727157606265	-11175.66905520882	-11551.690750441323	-12003.22730896982	-12435.038209962724	-12817.274539616626	-13196.101156402196	-13598.539214253002	-14038.371225402354	-14651.344019059892	-15188.234414202961	-15600.0
2.09	20.595075139606596	-52.026803501360746	-437.333214364419	-830.2448764816969	-1232.8278220860243	-1623.1323351819806	-1970.9508497324762	-2318.1150509033087	-2744.902292573467	-3135.7378145795956	-3472.1623617625078	-3746.361970281885	-4114.360404623408	-4412.9988597714	-4721.781416896832	-5067.457003159398	-5480.358978267169	-5977.163731117214	-6349.819669741376	-6765.974046460313	-7299.204437667036	-7713.033796846741	-8159.493741485195	-8675.040963947942	-9043.608091435033	-9485.702137051565	-9922.04303955099	-10348.943659519924	-10777.690799730904	-11197.557464385405	-11592.995292530404	-12013.096450320973	-12420.447180942336	-12814.922889529947	-13237.328167883566	-13637.070362914632	-14028.712870566353	-14662.183526850566	-15186.246526274128	-15600.0
2.08	17.56503602273948	-94.91378027345172	-484.4967076500974	-857.9911426039563	-1199.124785201418	-1625.6248620818394	-1947.6956778378594	-2340.8634608805955	-2678.255820500035	-3084.173244591563	-3469.6565778447143	-3808.501719973712	-4146.208299465074	-4414.797881257472	-4756.929761884165	-5121.8920401633	-5487.205712619553	-5934.56627948429	-6393.840205615484	-6875.378886446426	-7353.751598989592	-7754.3315470746775	-8188.602435832821	-8646.945783842351	-9116.783948263681	-9477.013469718142	-9939.24075594163	-10326.057007859605	-10739.249530683617	-11149.74745308523	-11584.725528080275	-12013.41086180148	-12409.607411215466	-12840.658975410648	-13265.488812025553	-13626.246312937226	-14057.558770122423	-14640.214372698701	-15190.067845902131	-15599.990422289959
2.07	17.011951962735882	-90.13418808248446	-456.8641534412848	-834.6249522011497	-1252.3993215816754	-1662.129351548966	-1977.9554321885144	-2393.0691340187814	-2720.887064843	-3150.601428526714	-3492.1848193390824	-3831.8158621900207	-4155.7271209774235	-4437.763270612333	-4800.410620811428	-5137.460608317361	-5527.618127378671	-5968.831875320528	-6374.524128605086	-6897.272586855264	-7324.936283801282	-7736.171705293743	-8195.956105008927	-8659.128153248379	-9093.357272756626	-9487.200696228761	-9940.772062415968	-10359.289056930695	-10735.7369075295	-11159.508157221262	-11600.957244886227	-12012.867885495905	-12459.803710820635	-12827.423467346101	-13262.406824673204	-13586.141229134591	-14074.592153582249	-14619.284503273253	-15188.997820561526	-15598.625597909899
2.06	18.4233290149311	-79.26924372589355	-432.82500034449833	-857.6182309221119	-1234.4592482087746	-1600.9649298270338	-1973.268990118507	-2358.534048512418	-2762.7541079899825	-3140.1766973512867	-3490.86555482542	-3845.964230771322	-4156.526653754436	-4435.694698185462	-4828.907206682295	-5187.782775453872	-5538.789486797383	-5995.975428278586	-6413.5176526465	-6872.456218768611	-7313.370310728285	-7753.031152262615	-8212.478294260356	-8628.510149654809	-9068.078366418864	-9495.450581912824	-9919.913333646313	-10379.278331748565	-10753.29034980394	-11188.346981211138	-11585.750236043423	-12019.75561188057	-12429.968605999677	-12846.277981529796	-13232.670592702583	-13643.568922309896	-14081.59366254172	-14639.777169169338	-15188.626566551648	-15599.844882990341
2.05	19.085059205835083	-65.88303442344414	-502.4906177921289	-864.8587926162327	-1237.3931959963102	-1596.2349135776892	-1983.4861782301268	-2312.544379314881	-2772.960693481979	-3104.4412227955354	-3439.2346870293795	-3868.4761304682806	-4198.680231153205	-4482.954482385593	-4817.797349570079	-5230.569758079552	-5600.652870580058	-5986.848994136662	-6455.501653494945	-6907.9433484285555	-7327.5292843428	-7743.635233344727	-8282.618848476815	-8701.43384184695	-9072.903237197233	-9510.888054825193	-9889.744868453137	-10326.11774897426	-10754.58107530006	-11201.171400557689	-11593.024026498959	-11996.37272819353	-12402.211246845454	-12825.86860979643	-13253.16991502375	-13619.155070531073	-14039.702814714	-14660.983961299104	-15190.026388772902	-15600.0
2.04	16.959796461452846	-78.51796011985255	-445.71668341053953	-837.7812974902457	-1228.2468658556093	-1602.9676674738128	-1960.8834908090014	-2347.5832816814495	-2723.9790108028346	-3114.6814242850537	-3531.226714578542	-3840.5354330292835	-4191.406925672888	-4555.313252680115	-4807.6110169471085	-5182.345392979575	-5612.20376173562	-5992.563493467983	-6477.295459716545	-6934.598627169877	-7368.418385562425	-7798.627056526322	-8274.88633782191	-8704.626218933547	-9059.717873562224	-9505.995662192292	-9934.746137083674	-10315.768109108076	-10718.230805901943	-11194.201217338306	-11570.530209513798	-11978.761519494741	-12448.649123339472	-12865.278322963162	-13212.425725696477	-13631.255741354043	-14026.787312173296	-14642.459131119847	-15195.514898686024	-15599.239436934122
2.03	17.133374382410672	-76.75436920529108	-490.97706677343615	-845.5557305387193	-1247.713974683715	-1630.6550254766114	-2033.187052585113	-2346.74662361048	-2731.076837223614	-3117.1366983660764	-3539.867850061278	-3858.1760349516853	-4220.947408203847	-4481.368845845953	-4822.979742294067	-5220.152349683467	-5638.812973615386	-6041.842644996891	-6504.723088744491	-6972.472161190501	-7340.131630260248	-7806.650224888345	-8262.489169200693	-8677.473135502105	-9098.45290568734	-9546.53960485235	-9964.113658789234	-10343.533744104909	-10770.572135557128	-11173.815491631702	-11608.58270360313	-11987.432807535732	-12370.766988997924	-12874.741219920723	-13247.428900184614	-13617.804457194054	-14049.982316758518	-14632.728497964212	-15192.962813686825	-15598.528324595778
2.02	15.100889035976994	-103.00926913663352	-471.4212178888977	-817.5574082567363	-1250.0633723844944	-1600.8426436195612	-1977.0688495449544	-2366.879800163771	-2766.390733761251	-3132.3568101668434	-3519.6684471284902	-3864.8711413388683	-4229.38574725137	-4507.731926156632	-4888.113652630477	-5133.927059786713	-5586.670633135462	-6016.176828932391	-6524.618994491454	-6894.401247551622	-7383.969036467691	-7836.020195631452	-8209.13554331336	-8682.552890908035	-9128.153626420946	-9466.079669201805	-9880.64485235346	-10310.411703112237	-10768.414968872421	-11191.86751895481	-11570.234773203589	-11968.990943512586	-12436.084485086534	-12822.165584543376	-13234.924850117282	-13621.010805516105	-14016.894557076097	-14646.051299526689	-15190.265599702916	-15600.0
2.01	22.163415656956015	2.104484232849245	-468.0155697771963	-902.1292866345657	-1240.4813751378795	-1627.9330381689567	-1972.213352006978	-2326.4760900890374	-2738.6292997749447	-3124.5608792752673	-3479.544518851748	-3875.6407155852844	-4214.615738065311	-4569.38420673258	-4913.539222308862	-5237.407144724913	-5614.480130450722	-6076.900088000173	-6507.863398021363	-6932.581044696294	-7398.6552918320285	-7820.903127863935	-8267.5574651999	-8679.095996194495	-9139.372205425725	-9502.261642672089	-9987.579178599826	-10393.596228973867	-10764.819792369984	-11178.019375864245	-11597.172666003495	-11976.650810730684	-12466.299075880252	-12849.040186460405	-13242.36891722339	-13609.761514692833	-14057.43256353142	-14636.2866300409	-15195.319633427258	-15599.965313115319
2.0	18.235292501497046	-87.2651867019423	-477.67407113503197	-814.8842806954232	-1264.9129888501777	-1622.0361521223372	-2006.4628179248864	-2353.7241477249604	-2731.8005993019624	-3111.1704777969867	-3468.212578294806	-3887.615828213159	-4233.399051273701	-4553.237594103253	-4889.412722925295	-5230.491394043038	-5627.282588100087	-6053.185717830781	-6473.171732036738	-6918.107634381399	-7390.159678983571	-7866.692493425701	-8280.724948861758	-8688.869123173585	-9139.38859295659	-9518.022158356769	-9953.59160596826	-10326.805106469086	-10782.120031596452	-11191.571193260632	-11558.317226188912	-12016.00895912622	-12430.586303717982	-12854.49976123677	-13244.797090997852	-13656.749012368024	-13990.382667354068	-14648.261219876287	-15187.799883508458	-15598.480124331241
1.99	33.94028219897852	-90.23666189773365	-463.14471948595445	-854.6062442673851	-1215.5270472141383	-1604.3893681327213	-1973.5924509116178	-2374.298170401178	-2791.830608173438	-3121.2685911027243	-3524.899607432005	-3871.379944536543	-4234.95406611451	-4561.355874057248	-4951.713189140743	-5298.062998443547	-5693.1551441548345	-6082.70116461902	-6502.718600600386	-6916.962085968825	-7399.144451793147	-7869.071968403785	-8276.694798365199	-8715.580668511486	-9124.171196647823	-9518.41820740118	-9936.74316601734	-10335.900522823295	-10766.347945856429	-11206.307548804201	-11599.823804482938	-12039.104240141467	-12411.646667164934	-12859.027762383457	-13234.013739937518	-13659.294026862408	-14002.206111084639	-14624.745258704668	-15191.53421995228	-15599.332033469058
1.98	41.18100125869562	-90.56741492168334	-484.62887246706913	-819.5829138420637	-1198.602571689581	-1588.5119876395006	-2025.3755092907404	-2382.1098652216733	-2765.3372364547554	-3137.7816883260984	-3539.069521137831	-3864.4824710427783	-4234.009916211759	-4581.049835582894	-4933.513758301184	-5278.583556011227	-5711.9091571863255	-6108.550437580275	-6538.743616326962	-6979.150929664239	-7432.5031977010385	-7858.163506063234	-8283.68468969327	-8708.029676470394	-9107.180984882834	-9526.409065754833	-9920.787314077286	-10339.08476743499	-10811.741365947299	-11165.215007182695	-11655.659552129231	-12013.524218887622	-12389.820270256781	-12884.45206968842	-13258.4886417466	-13622.716879224427	-14051.38300546246	-14658.49441548825	-15189.087360492575	-15598.670129790933
1.97	39.18071509437594	-64.98752071019754	-478.5951408070283	-845.6410839002958	-1202.2596778873678	-1647.2120315953705	-1958.36451772379	-2396.7711836875915	-2746.4755477705517	-3103.4847739028246	-3463.138299574318	-3870.21124409284	-4304.077884812579	-4618.777835876105	-4942.7422625946965	-5282.875688080272	-5709.6522019166505	-6068.583261082101	-6539.098748754872	-6984.6298082517405	-7407.2520986368845	-7876.161982027657	-8271.43756288741	-8700.264930105217	-9127.885395128395	-9579.097763873098	-9939.157351245642	-10380.801478014137	-10772.10725830587	-11171.121612733867	-11643.851196180887	-12010.308156109882	-12367.97771298991	-12852.022699471896	-13254.522377989302	-13598.719569922556	-14039.340340738498	-14631.984301995486	-15187.635534942854	-15599.52296452558
1.96	28.29783907129555	-54.24256563027819	-442.4018240404289	-865.5233380551828	-1212.590066095141	-1613.7292558217616	-2021.5566917458002	-2423.242600976531	-2780.3094331820594	-3127.8839402478006	-3517.529412374911	-3928.552052366961	-4244.746005209652	-4611.300059246762	-4923.521125038143	-5292.699225582848	-5641.2803064778855	-6135.735315298227	-6499.34301078333	-7032.956046036591	-7431.556807409335	-7878.609991860171	-8338.235825770465	-8652.639008106165	-9111.699634006587	-9547.753764069437	-9963.710662942702	-10389.312622933887	-10769.061251041845	-11157.215856163044	-11594.19880518045	-12036.520387995944	-12428.621316940867	-12891.680174813884	-13264.422231280627	-13651.060540202885	-14030.395629999979	-14606.901091164511	-15188.193076570935	-15600.0
1.95	27.52997005304534	-81.07689921400197	-486.02947293374814	-874.5169787839255	-1247.5622640613683	-1617.2881956797783	-1977.7672548658904	-2394.7530955911748	-2781.4188815743	-3161.524494626307	-3555.5634854268674	-3921.0779763711007	-4297.9761305176335	-4646.978441597841	-4987.88208722578	-5354.611018192566	-5701.077101945455	-6177.711044224187	-6580.1293634829435	-7056.528302789479	-7385.001619088504	-7901.890929244413	-8264.075191486527	-8696.969063192862	-9099.781924068162	-9506.74881214166	-9919.297714884733	-10376.697058255295	-10797.882318495555	-11203.110053186174	-11564.161327777005	-12015.91553612036	-12451.039895317223	-12882.327686713692	-13319.471367871432	-13650.207490871264	-14018.847121631177	-14620.884893836614	-15190.382088661148	-15596.833552207352
