
[SpecTaroscoPy — PES image]
Author	R Nakazawa
Contact	nakazawa@ims.ac.jp
Version	6.5.0
--- Info ---
User	
Load File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/Si0006.txt
Save File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/STPy_6_5_0_PESImage/Si0006_EDCs_EF.txt
Total Actual Scans	10
X Label	Binding Energy (eV)
Y Label	$k_{\parallel} \ \mathrm{(\AA^{-1})}$
Z Label	Intensity (cps)
X Min	-0.11
X Max	4.89
X Step	0.01
Ek Offset	0.0
Y Min	-0.626041
Y Max	0.605373
Y Step	0.001774
Ang or Posi Offset	0.0
MCP Function Path	None
--- Axis Conversion ---
Photon Energy	None
Applied Voltage	0.0
kinetic Energy at Fermi Level	16.89
Secondary Electron Cutoff	None
--- EDCs Stacking ---
Y Slice Center	0.576983 0.521978 0.466972 0.411967 0.356961 0.3019555 0.24695 0.191944 0.136939 0.081933 0.026928 -0.028078 -0.083083 -0.138089 -0.193094 -0.2481 -0.303105 -0.358111 -0.4131165 -0.468122 -0.523128 -0.578133
Z Offset EDCs	0.0 -400.0 -800.0 -1200.0 -1600.0 -2000.0 -2400.0 -2800.0 -3200.0 -3600.0 -4000.0 -4400.0 -4800.0 -5200.0 -5600.0 -6000.0 -6400.0 -6800.0 -7200.0 -7600.0 -8000.0 -8400.0
 
DATA:
EF_Si0006_EDCs	Si0006_EDCs_0.577	Si0006_EDCs_0.522	Si0006_EDCs_0.467	Si0006_EDCs_0.412	Si0006_EDCs_0.357	Si0006_EDCs_0.302	Si0006_EDCs_0.247	Si0006_EDCs_0.192	Si0006_EDCs_0.137	Si0006_EDCs_0.082	Si0006_EDCs_0.027	Si0006_EDCs_-0.028	Si0006_EDCs_-0.083	Si0006_EDCs_-0.138	Si0006_EDCs_-0.193	Si0006_EDCs_-0.248	Si0006_EDCs_-0.303	Si0006_EDCs_-0.358	Si0006_EDCs_-0.413	Si0006_EDCs_-0.468	Si0006_EDCs_-0.523	Si0006_EDCs_-0.578
1.64	202.6051332680934	496.61240708169953	511.2601483570566	559.5723678740472	565.7320831144243	613.617747670049	647.634328712867	618.1287517743664	632.6589190831137	639.4994715382608	646.4858247580725	654.9692414850667	680.8398881085653	623.9955925068695	600.8938086082203	571.5271233807038	545.9993990429144	465.75558791760636	530.6269104388602	500.6813367366663	341.5753001479934	10.950183328244105
1.63	191.71321750274254	466.93629634656696	485.1109195105405	543.917799834374	606.4683867776321	638.9056670224942	616.1301718103252	625.4754770838541	626.4890186362791	616.4604175220516	634.295425103991	685.085147785864	642.1828824405305	603.1956658459478	567.4864088211152	535.6676838350749	524.3205496326887	497.5803441891733	450.29132830961476	437.50460709865933	333.99076501039883	12.815772544743265
1.62	183.90753390489806	473.6176643386335	514.7297300909868	552.5803038970736	559.0776396162593	599.6345371524034	690.7705606714499	664.5484556000081	641.153938837581	597.3458679101343	628.6429895068743	634.8183140994303	638.8776653210309	545.8313721750994	565.9640786263404	506.4762457268405	505.8479928376878	489.87018990817495	498.1316249109954	442.30608192422665	341.0266579028591	8.421349582476427
1.61	209.95280378447904	501.46324379737314	500.0629635283025	504.0047565921795	511.0671301997576	578.9941806491281	654.1711475277266	565.5148252651528	613.6560264977484	579.6005922603985	601.8748315887768	608.022907055797	607.4240403456358	557.62337834988	564.6050512095948	539.2505584358619	479.2034613724883	425.00956968974424	464.66954622340626	484.4275234500284	304.2464871077728	9.6745887237572
1.6	184.16725198207803	469.71283901115095	479.6595662964136	575.3381722199914	563.7644010134873	584.3348769711367	638.5891157280814	634.9720073687618	622.8392266099918	584.8417752682442	597.8679847347975	625.2383430039337	626.4287724487741	528.5654841900498	550.832179132043	520.1201675622642	504.5840224907616	455.51387351366265	460.68492164412237	479.82957830059354	310.78955347073236	14.082905265115203
1.59	193.86616622320545	419.4336883539271	471.42391857672135	516.6687782840793	534.1849153182004	577.1950978317336	649.1705229215618	612.2990048535771	588.7203452141522	562.0054229503312	559.2285422518311	604.4554486870917	638.0240931294393	558.7853578316096	546.455458587209	488.1686112491164	464.8672796631033	454.92129010310583	466.64460149976685	427.40916439927565	301.3071100638691	8.7668330956632
1.58	188.7489158376701	462.16222987538157	519.783017903161	510.6319432148926	551.9647170711382	582.5352323184349	631.0691630001625	600.1892453520459	552.2689195903973	549.7420371310876	565.1117360978792	612.7315617680426	555.6490426868329	549.4484364656826	526.8366822323901	508.3712265100923	493.9387187634643	423.33008993512465	391.99560993998335	365.1248628094844	315.5465069022113	11.859587927323314
1.57	199.44014793231472	477.83668458164715	430.41259834824456	449.9544159815699	568.1253803738182	544.8444744892637	576.1749243466654	570.1947782933255	561.7533659111803	519.5303174804596	604.8850082338145	537.3690899966784	598.3240975527976	505.754656192469	527.6178982266739	498.86389104367896	489.3249357061617	441.4543501082321	382.9132215176401	409.14768187689515	287.78925041849465	11.196571507268517
1.56	185.920761395629	412.9903882268002	472.77398132266836	502.7655229527707	471.1145594010691	511.8747421879526	583.9532213614131	578.2873308791791	536.65929806814	490.6712549945726	506.31623390469076	569.5123613595622	573.7836207961041	520.8843052413114	452.25805169848746	555.7223064094529	456.92750081890466	408.98180568742094	408.925447279477	429.16495295751196	302.72525813485913	11.531471170225952
1.55	159.33980272340906	412.65561949662526	446.60866424802714	444.21167879323485	510.0743140051212	597.0395658643556	547.21618023374	624.7137628358079	536.845415341558	510.2184180685824	497.8236637319776	526.6651171715283	516.7666694183317	472.95467703321333	472.9843597891748	463.72906949476055	418.6596708793582	406.5227338474582	374.2030898960726	372.04377500751747	271.0856996935475	16.057439719245828
1.54	189.66856029742684	379.13761428092505	446.9011764955066	438.6447984732535	461.80662559124977	524.5210666565654	568.1063275898382	568.7299504048293	504.22233880914143	467.47679763757566	506.57272663142896	541.2959326183075	534.5123441663185	484.0523184647057	436.0878479744975	493.3072435972961	433.50202302623455	373.9819912714574	367.5194903976973	418.97903186603855	269.80391269885274	10.163193652515954
1.53	162.64435676212813	405.6459170605477	458.1133435046009	443.5832817480586	460.02727035886187	521.1635155960014	575.6048381409804	550.2463184274241	510.7174135406204	493.9156793026295	478.2771794204214	503.50280817742475	494.80930994138987	490.27490262951073	463.8379407902316	450.391570255137	430.48483377644095	371.5350619698418	378.97864413977567	337.5016448776814	246.915128933601	6.7609700570755695
1.52	160.07838684438957	377.3705360245966	402.15515815108415	462.64948228717265	413.10914565952726	527.991078449073	574.6306732966542	548.9925233966959	512.8986255706266	467.2108703505116	488.556676333413	498.49731484360206	507.8457986841039	462.8743874790774	434.5825085083549	438.77743840357783	419.3872481890129	363.830735922233	355.4821106925091	345.6864468105629	246.51076068184722	6.9851225009416495
1.51	170.00587389114725	355.03447650211854	373.71287957301655	396.0960592589959	452.4406867558804	541.2638224337966	558.2733233604474	558.063298316113	511.22823863501134	480.738009479373	490.3874945059439	487.12076710545364	470.0004711119526	428.28544058587414	472.1084997459455	435.2502483405059	388.42899791927226	352.635091902388	309.20867456903693	375.16482188235267	263.5157210552435	8.372431295765795
1.5	162.28235169185143	331.9140306239565	392.64879345344883	438.65442529876844	440.2346107656612	510.1601421837292	555.1203714176019	532.8211996545222	491.08744573907376	426.78495622278956	440.8309708236699	484.48958776423973	518.3247192721172	436.0541916155256	433.5007163217573	433.8197732529047	387.72262269397675	323.14781752083536	303.12386740044263	318.2210713530075	231.51347928398258	16.241199551808535
1.49	162.3147488017295	350.1248308010109	346.6657506555485	400.8158154799262	418.4575121181313	490.48153779731894	527.1239556048695	489.40404742956775	469.4469215675752	447.81996515031227	408.83572589595576	462.5946033746281	450.291841644501	431.2556344616637	425.4575981441907	414.07576462935253	380.88492231006944	373.4026566741769	319.18108511668777	358.6640682190565	218.13722708250688	3.0483287835392776
1.48	162.22273971690967	400.58271621114966	407.15658330455125	406.2652885144771	427.3864904375069	458.18436828535744	515.8411868467989	528.6652910115164	508.8902213521448	411.1054355329961	403.42349104427	422.39444300223295	468.8276068491455	430.4780568888225	405.07797008896637	362.87998604179	399.2259012970987	312.3525031344887	296.26934739218734	322.95409544656303	260.6557694732165	12.299600986458753
1.47	155.08619789578387	355.1407094075976	377.5080525316359	416.31523213585655	376.6611213792376	480.36512750504727	519.4092093128996	535.4689875443771	447.6338117930533	422.7643718888433	380.7426211056428	422.8770994591212	439.000368790677	387.0575639104005	364.85678154206767	396.5807105303649	392.77509941681154	315.65387959731225	332.25728630145767	319.67577681108213	202.70441047584538	10.554433762948953
1.46	152.32686729538196	338.74757262537713	351.2398182650582	385.8138589751447	407.3394241825782	471.40059571086243	484.5182566259224	481.5923622659369	426.304967080354	380.93750121042285	391.5729241855181	433.84768367823546	490.49591258305435	414.7825548649124	372.01740966278044	406.39700735935486	353.9590306334681	330.7166162708808	283.99445006133584	263.3638159697589	198.92875483547195	6.140721502531163
1.45	139.15030081600457	288.56548341106685	313.76457222756414	376.92437412779674	426.18348852844906	459.7474295386203	514.8793760205856	479.7500867927671	417.4874003307968	421.56577891238544	457.3120331456317	433.9215294006389	443.47523072595004	393.6730928536905	359.73119661707307	362.8016602038408	330.6074354682223	324.78563367716254	260.1212578160972	272.63758724402396	217.9993217641148	4.683105815925265
1.44	141.90020845763516	287.97236234081123	319.4937033720842	396.16282429056014	377.72251652553143	417.97753436658786	467.15187145979763	455.6190589699462	405.0366788972305	385.31766956959075	388.48967224030633	443.48359512800806	381.694333047365	319.51291238577704	351.5017941135899	365.9009780959679	337.45806982407987	302.59606320687675	275.11549837839027	245.47475625893014	182.19902556690482	9.574718644087238
1.43	124.74066446582471	275.74237901999794	315.1666622843905	346.15572866003595	333.9102045319501	410.24754652104576	490.62127251370674	429.1411114784471	409.4341618489724	368.2012715156005	408.8494334330588	414.0363912567198	394.2956779472386	398.6977762884848	368.02890048550427	354.2705050164805	342.49450508562774	287.90586479778443	253.29928289442955	262.381018075798	192.27354074528574	4.7194651959152045
1.42	123.83685927163069	299.7522275257715	303.55772997617055	298.9503799254489	360.08269403326796	391.354903827388	459.2288722522131	473.1800887763557	398.5679943833718	352.14563889162196	379.841587618584	424.26372347216005	400.99629857025815	344.35476163180573	367.07083459708315	360.3804360595717	357.5430796715857	307.4635463847456	267.9237322844246	238.40954574554448	168.55529679343687	8.136478642227885
1.41	134.6642378467149	276.67262205904353	289.61548194858506	371.1094124216112	381.4473155105638	422.8864564322463	461.73837410037095	455.0237013222552	407.8130130649787	383.3868289711949	370.0672755979633	429.40030726220596	391.0853173921561	327.74657256816937	352.80703057229846	326.1396718325524	312.84225816057574	261.3297121225598	215.84081321004956	249.5797955181246	181.54889158950888	8.21709266679572
1.4	105.34566404346305	240.77100087170527	286.2529771792787	319.2917277507748	314.80588237242665	412.35805460866044	433.4577992362829	427.06071778947785	417.18818423306016	364.7108035399146	328.20443091921067	374.8027784572936	386.4173436063467	319.5038274515158	342.7272828423882	340.511751213499	329.4245430738898	303.99426250845704	295.57442551826335	219.74301735919371	161.95003213393662	9.560689867312291
1.39	112.78168957600215	240.43004368240136	266.62798691598925	303.1399408440557	361.0317833676267	425.018435419284	468.9866796012245	429.82329726663494	431.58718406151627	345.53049438116784	384.99097051300083	366.23372613856526	397.2602898123658	318.37060080695124	315.2876414911147	308.69582993316413	300.64602302107494	264.21537339577213	253.25754026508247	251.1218216466545	160.786532609074	2.7205479712003697
1.38	105.24243793225699	238.13548285739154	261.6263756665628	319.0423709789635	363.88330569646575	372.6693445305241	423.52757956745984	390.2269840189402	396.2298716225541	331.8523291041402	350.1594374423605	370.1225231973605	333.91385390064266	294.29752283000585	285.974350420648	339.2414880699305	289.5110618716757	274.63001497268954	255.32746653286372	271.0298768736291	163.9948055369407	14.52282797736207
1.37	128.59915996799796	228.46217024472836	265.1522435594244	323.0624504993168	335.7760601683999	396.1144613879814	444.8816801067154	413.45217947264575	385.32906756453843	379.0298077723479	388.7617334514051	386.0802489136201	354.38176688533554	304.0366827354485	286.2237881431987	304.37888424381634	280.8951175943079	275.9608583233417	225.78153580431527	252.77737606108295	163.84542004733458	14.277828228633982
1.36	126.07111551573874	241.35101451328862	251.61463696135453	296.57912995482656	378.1725683128617	378.819201212549	415.84056302317583	433.2472575318795	386.21062903305364	353.05943151711386	342.98387421647163	384.85175156414	318.2181598644736	290.7203019867113	298.69339960335014	297.75684334466223	273.6394684754291	250.50359238888396	204.4570738528317	228.88593646094424	159.86413596355615	9.084032208859314
1.35	108.7133735005829	171.33136563493036	261.21134111568404	288.883315252844	338.62546699923234	337.7455689617585	366.7576068546408	423.7025127995128	378.0296717984178	362.47603275757217	379.37536287867226	371.22548820309333	332.0922904129131	312.1466762825621	315.08306957658834	280.70823649935056	255.35558381488093	215.00123421501743	216.6191269163196	277.59548680437246	163.73723047386173	10.180299465024381
1.34	95.7338630103275	217.2231679322988	254.06484014626884	303.39678219435103	336.80909878688897	380.0797715401124	382.97398060203244	412.4215949122764	366.4762093524009	362.32654686289237	384.7030927059979	365.9627719225951	339.593311987064	323.20577559755935	274.15449352435775	273.2750030886514	235.3211506191649	196.3971300595027	213.05596841700364	237.9754558624919	176.19038222946025	8.581859373497535
1.33	105.72830246640608	181.36658205910547	264.7531703093966	255.16669352858543	312.23294980174256	377.69409098104927	420.72809822623594	426.009159789584	374.73712180477855	371.39078280450906	297.4277146528998	394.8854544698045	324.1330701877693	269.06244169073943	278.5297765074265	276.8294683402103	252.33145031272934	248.17404469111875	222.7640938721087	204.16257694587705	164.3895165614602	8.111565761263256
1.32	110.14771652573235	189.64908451173278	252.90016440340213	284.94378868779194	327.98996676123676	332.6479714372593	381.17123566192896	438.6368755603722	356.81221961554064	335.780098767514	330.30739892874846	352.62020412075003	282.22545808736686	309.08161913399186	291.49244836330007	272.79736919310113	272.35821707517744	223.8218839846987	183.98338821374512	193.02846115569326	158.89333480690982	2.7894016597472504
1.31	78.78013092249125	199.54268108446504	239.2512714929352	278.9302713707143	331.41508731919333	370.55088872090295	362.5683046660161	373.2443085836735	351.4995137712242	310.2482278579223	329.2099120705131	354.9173110708612	291.3051082944016	282.26518607082807	311.92549284118996	234.95065305170658	252.475269292314	206.27617076709743	178.56969419704922	189.09138675766835	178.5559762517853	5.647635465224628
1.3	108.28574725601027	192.60849432552632	226.19982240996913	255.9398760308528	275.63383714706254	317.101532815849	383.14065081579616	413.40763706041173	326.2823272442381	320.65214318797143	353.3799316776039	323.6227842216171	292.77925055675576	293.67967315887	290.20853060536245	284.3675712681692	257.67867512996736	187.53657130098568	198.3445554139154	209.93258984135866	152.92116393806825	8.577071740100035
1.29	98.07905727510382	143.25847903555936	224.80942323768264	228.84921518876544	321.84315753637384	325.3688236075978	360.9805965782993	413.2966547393348	373.4746539125158	358.11029268525505	331.9463895924049	357.7285393696621	307.4614091687295	269.4835875577679	289.3539423086431	239.28040375161555	254.48742133948593	221.87426799604094	183.62479788642648	212.97857699662336	170.9755325498081	7.604277875074983
1.28	82.82612272126528	159.72701665069104	216.03765641860693	250.73394779679097	271.1043808281933	347.3031799506007	344.1056079864969	397.8987167749398	339.0162056215557	369.82028670902577	317.7912412054949	291.55035758584796	273.970567030178	250.11176197505804	235.95546583997455	271.44918349536925	226.302382669984	184.4435255005351	203.11428315569637	196.99465208251107	154.03119113900576	8.802143740757902
1.27	93.50685590526263	154.39181612370967	194.6524827367005	255.20082888187713	322.43629316386324	353.404743484187	357.2893205550775	343.5716329786239	315.80348678856393	352.7420733435855	305.1905693261944	320.50441396351084	272.04470734499796	262.5839183481957	257.25837297988846	273.37164211593284	223.22595714899205	199.11533248053425	189.96763721349652	213.53358100256418	142.69637898856476	7.991935048366089
1.26	83.35672374699935	159.0899914842191	174.06230172560376	245.76561470738218	320.850360745033	297.73312267906573	384.00916843489904	360.17265865212954	340.7361227411871	311.16050717147846	344.21630973925835	348.13061304444915	286.67124437517555	289.23948083058406	254.709730407325	228.24180179887318	228.33423689349254	187.7060238115907	208.7777730298637	203.36327896918743	160.25480593657952	7.392401747833623
1.25	75.05497823026163	150.33117999262043	172.94376709081365	198.56418631050832	287.25652020454515	332.36255241831816	375.4199451152015	346.74514459988205	351.7337021703306	328.87619424278785	325.67326005921433	278.6667487081305	278.2747660773272	249.65446540517326	237.44182769040444	201.77693986561252	209.189683737358	172.28317288269105	208.65833079230313	216.39594830475224	153.25430915160766	11.416197024116379
